,filename,Nodes,class
9405,/zookeeper-server/src/main/java/org/apache/zookeeper/server/watch/WatcherCleaner.java,"[BinaryExpr, AssignExpr, MethodCallExpr] [maxInProcessingDeadWatchers, maxInProcessingDeadWatchers, suggestedMaxInProcessingThreshold, maxInProcessingDeadWatchers, suggestedMaxInProcessingThreshold]",4
9406,/zookeeper-server/src/main/java/org/apache/zookeeper/server/watch/WatcherCleaner.java,"[MethodDeclaration, WhileStmt, BinaryExpr, TryStmt, MethodCallExpr, VariableDeclarationExpr, MethodCallExpr, SynchronizedStmt, VariableDeclarationExpr, BinaryExpr, MethodCallExpr, SynchronizedStmt] [addDeadWatcher, watcherBit, Wait, there, are, too, many, watchers, waiting, to, be, closed, is, will, slow, down, the, socket, packet, processing, and, the, adding, watches, in, the, ZK, pipeline, maxInProcessingDeadWatchers, stopped, totalDeadWatchers, get, maxInProcessingDeadWatchers, RATE, LOGGER, rateLimitLog, Waiting, dead, watchers, cleaning, startTime, Time, currentElapsedTime, processingCompletedEvent, processingCompletedEvent, wait, latency, Time, currentElapsedTime, startTime, ServerMetrics, getMetrics, ADD, DEAD, WATCHER, STALL, TIME, add, latency, InterruptedException, e, deadWatchers, add, watcherBit, totalDeadWatchers, incrementAndGet, ServerMetrics, getMetrics, DEAD, WATCHERS, QUEUED, add, deadWatchers, size, watcherCleanThreshold, cleanEvent, cleanEvent, notifyAll]",1
9407,/zookeeper-server/src/main/java/org/apache/zookeeper/server/watch/WatcherCleaner.java,"[BinaryExpr, TryStmt, MethodCallExpr, VariableDeclarationExpr, MethodCallExpr, SynchronizedStmt, VariableDeclarationExpr, BinaryExpr, MethodCallExpr] [Wait, there, are, too, many, watchers, waiting, to, be, closed, is, will, slow, down, the, socket, packet, processing, and, the, adding, watches, in, the, ZK, pipeline, maxInProcessingDeadWatchers, stopped, totalDeadWatchers, get, maxInProcessingDeadWatchers, RATE, LOGGER, rateLimitLog, Waiting, dead, watchers, cleaning, startTime, Time, currentElapsedTime, processingCompletedEvent, processingCompletedEvent, wait, latency, Time, currentElapsedTime, startTime, ServerMetrics, getMetrics, ADD, DEAD, WATCHER, STALL, TIME, add, latency, InterruptedException, e]",1
9408,/zookeeper-server/src/main/java/org/apache/zookeeper/server/watch/WatcherCleaner.java,"[MethodCallExpr, VariableDeclarationExpr, MethodCallExpr, SynchronizedStmt, VariableDeclarationExpr, BinaryExpr, MethodCallExpr] [RATE, LOGGER, rateLimitLog, Waiting, dead, watchers, cleaning, startTime, Time, currentElapsedTime, processingCompletedEvent, processingCompletedEvent, wait, latency, Time, currentElapsedTime, startTime, ServerMetrics, getMetrics, ADD, DEAD, WATCHER, STALL, TIME, add, latency, InterruptedException, e]",1
9411,/zookeeper-server/src/main/java/org/apache/zookeeper/server/watch/WatcherCleaner.java,"[MethodDeclaration, WhileStmt, UnaryExpr, SynchronizedStmt, IfStmt, MethodCallExpr, ContinueStmt, SynchronizedStmt, MethodCallExpr] [Override, run, stopped, cleanEvent, add, some, jitter, to, avoid, cleaning, dead, watchers, at, the, same, time, in, the, quorum, stopped, deadWatchers, size, watcherCleanThreshold, maxWaitMs, watcherCleanIntervalInSeconds, ThreadLocalRandom, current, nextInt, watcherCleanIntervalInSeconds, cleanEvent, wait, maxWaitMs, InterruptedException, e, deadWatchers, isEmpty, Clean, the, dead, watchers, need, to, go, through, all, the, current, watches, which, is, pretty, heavy, and, may, take, a, second, there, are, millions, of, watches, that, s, why, we, re, doing, lazily, batch, clean, up, in, a, separate, thread, with, a, snapshot, of, the, current, dead, watchers, Set, Integer, snapshot, HashSet, deadWatchers, deadWatchers, clear, total, snapshot, size, cleaners, schedule, WorkRequest, Override, doWork, Exception, startTime, Time, currentElapsedTime, listener, processDeadWatchers, snapshot, latency, Time, currentElapsedTime, startTime, ServerMetrics, getMetrics, DEAD, WATCHERS, CLEANER, LATENCY, add, latency, ServerMetrics, getMetrics, DEAD, WATCHERS, CLEARED, add, total, totalDeadWatchers, addAndGet, total, processingCompletedEvent, processingCompletedEvent, notifyAll]",2
9412,/zookeeper-server/src/main/java/org/apache/zookeeper/server/watch/WatcherCleaner.java,"[UnaryExpr, SynchronizedStmt, IfStmt, MethodCallExpr, ContinueStmt, SynchronizedStmt] [stopped, cleanEvent, add, some, jitter, to, avoid, cleaning, dead, watchers, at, the, same, time, in, the, quorum, stopped, deadWatchers, size, watcherCleanThreshold, maxWaitMs, watcherCleanIntervalInSeconds, ThreadLocalRandom, current, nextInt, watcherCleanIntervalInSeconds, cleanEvent, wait, maxWaitMs, InterruptedException, e, deadWatchers, isEmpty, Clean, the, dead, watchers, need, to, go, through, all, the, current, watches, which, is, pretty, heavy, and, may, take, a, second, there, are, millions, of, watches, that, s, why, we, re, doing, lazily, batch, clean, up, in, a, separate, thread, with, a, snapshot, of, the, current, dead, watchers, Set, Integer, snapshot, HashSet, deadWatchers, deadWatchers, clear, total, snapshot, size, cleaners, schedule, WorkRequest, Override, doWork, Exception, startTime, Time, currentElapsedTime, listener, processDeadWatchers, snapshot, latency, Time, currentElapsedTime, startTime, ServerMetrics, getMetrics, DEAD, WATCHERS, CLEANER, LATENCY, add, latency, ServerMetrics, getMetrics, DEAD, WATCHERS, CLEARED, add, total, totalDeadWatchers, addAndGet, total, processingCompletedEvent, processingCompletedEvent, notifyAll]",1
9413,/zookeeper-server/src/main/java/org/apache/zookeeper/server/watch/WatcherCleaner.java,"[IfStmt, BinaryExpr, VariableDeclarationExpr, BinaryExpr, MethodCallExpr] [add, some, jitter, to, avoid, cleaning, dead, watchers, at, the, same, time, in, the, quorum, stopped, deadWatchers, size, watcherCleanThreshold, maxWaitMs, watcherCleanIntervalInSeconds, ThreadLocalRandom, current, nextInt, watcherCleanIntervalInSeconds, cleanEvent, wait, maxWaitMs, InterruptedException, e]",2
9416,/zookeeper-server/src/main/java/org/apache/zookeeper/server/watch/WatcherCleaner.java,"[MethodDeclaration, VariableDeclarationExpr, MethodCallExpr, MethodCallExpr, VariableDeclarationExpr, BinaryExpr, MethodCallExpr, MethodCallExpr, MethodCallExpr, MethodCallExpr, SynchronizedStmt] [Override, doWork, Exception, startTime, Time, currentElapsedTime, listener, processDeadWatchers, snapshot, latency, Time, currentElapsedTime, startTime, ServerMetrics, getMetrics, DEAD, WATCHERS, CLEANER, LATENCY, add, latency, ServerMetrics, getMetrics, DEAD, WATCHERS, CLEARED, add, total, totalDeadWatchers, addAndGet, total, processingCompletedEvent, processingCompletedEvent, notifyAll]",1
9417,/zookeeper-server/src/main/java/org/apache/zookeeper/server/watch/WatcherCleaner.java,"[MethodDeclaration, AssignExpr, MethodCallExpr, MethodCallExpr, MethodCallExpr, IfStmt, MethodCallExpr, MethodCallExpr] [shutdown, stopped, deadWatchers, clear, cleaners, stop, interrupt]",2
9447,/zookeeper-server/src/main/java/org/apache/zookeeper/server/watch/WatchManager.java,"[MethodDeclaration, IfStmt, MethodCallExpr, MethodCallExpr, ReturnStmt, BooleanLiteralExpr, VariableDeclarationExpr, MethodCallExpr, IfStmt, BinaryExpr, AssignExpr, MethodCallExpr, MethodCallExpr, VariableDeclarationExpr, MethodCallExpr, IfStmt, BinaryExpr, AssignExpr, MethodCallExpr, VariableDeclarationExpr, MethodCallExpr, VariableDeclarationExpr, MethodCallExpr, IfStmt, BinaryExpr, MethodCallExpr, IfStmt, MethodCallExpr, UnaryExpr, ReturnStmt, BooleanLiteralExpr, ReturnStmt, BooleanLiteralExpr] [Override, addWatch, String, path, Watcher, watcher, WatcherMode, watcherMode, isDeadWatcher, watcher, Set, Watcher, list, watchTable, get, path, list, don, t, waste, memory, there, are, few, watches, on, a, node, rehash, when, the, th, entry, is, added, doubling, size, thereafter, seems, like, a, good, compromise, list, HashSet, watchTable, put, path, list, list, add, watcher, Map, String, WatchStats, paths, watch, Paths, get, watcher, paths, cnxns, typically, have, many, watches, so, use, cap, here, paths, HashMap, watch, Paths, put, watcher, paths, WatchStats, stats, paths, getOrDefault, path, WatchStats, NONE, WatchStats, newStats, stats, addMode, watcherMode, newStats, stats, paths, put, path, newStats, watcherMode, isRecursive, recursiveWatchQty]",1
9448,/zookeeper-server/src/main/java/org/apache/zookeeper/server/watch/WatchManager.java,"[MethodCallExpr, MethodCallExpr, ReturnStmt, BooleanLiteralExpr] [isDeadWatcher, watcher]",4
9461,/zookeeper-server/src/main/java/org/apache/zookeeper/server/watch/WatchManager.java,"[MethodDeclaration, VariableDeclarationExpr, ObjectCreationExpr, VariableDeclarationExpr, ObjectCreationExpr, SynchronizedStmt, IfStmt, MethodCallExpr, IfStmt, MethodCallExpr, MethodCallExpr, ReturnStmt, NullLiteralExpr, ForEachStmt, IfStmt, BinaryExpr, ContinueStmt, IfStmt, InstanceOfExpr, MethodCallExpr, ElseStmt, MethodCallExpr, SwitchStmt, NameExpr, MethodCallExpr, BreakStmt, MethodCallExpr, BreakStmt, MethodCallExpr, BreakStmt, MethodCallExpr, BreakStmt, BreakStmt, ReturnStmt, ObjectCreationExpr] [Override, WatcherOrBitSet, triggerWatch, String, path, EventType, type, zxid, List, ACL, acl, WatcherOrBitSet, suppress, WatchedEvent, e, WatchedEvent, type, KeeperState, SyncConnected, path, zxid, Set, Watcher, watchers, HashSet, PathParentIterator, pathParentIterator, getPathParentIterator, path, String, localPath, pathParentIterator, asIterable, Set, Watcher, thisWatchers, watchTable, get, localPath, thisWatchers, thisWatchers, isEmpty, Iterator, Watcher, iterator, thisWatchers, iterator, iterator, hasNext, Watcher, watcher, iterator, next, Map, String, WatchStats, paths, watch, Paths, getOrDefault, watcher, Collections, emptyMap, WatchStats, stats, paths, get, localPath, stats, pathParentIterator, atParentPath, watchers, add, watcher, WatchStats, newStats, stats, removeMode, WatcherMode, STANDARD, newStats, WatchStats, NONE, iterator, remove, paths, remove, localPath, newStats, stats, paths, put, localPath, newStats, stats, hasMode, WatcherMode, PERSISTENT, RECURSIVE, watchers, add, watcher, thisWatchers, isEmpty, watchTable, remove, localPath, watchers, isEmpty, ZooTrace, logTraceMessage, ZooTrace, EVENT, DELIVERY, TRACE, MASK, No, watchers, path, Watcher, w, watchers, suppress, suppress, contains, w, w, ServerWatcher, ServerWatcher, w, process, e, acl, w, process, e, type, NodeCreated, ServerMetrics, getMetrics, NODE, CREATED, WATCHER, add, watchers, size, NodeDeleted, ServerMetrics, getMetrics, NODE, DELETED, WATCHER, add, watchers, size, NodeDataChanged, ServerMetrics, getMetrics, NODE, CHANGED, WATCHER, add, watchers, size, NodeChildrenChanged, ServerMetrics, getMetrics, NODE, CHILDREN, WATCHER, add, watchers, size, Other, types, not, logged, WatcherOrBitSet, watchers]",1
9462,/zookeeper-server/src/main/java/org/apache/zookeeper/server/watch/WatchManager.java,"[VariableDeclarationExpr, MethodCallExpr, IfStmt, BinaryExpr, ContinueStmt, VariableDeclarationExpr, MethodCallExpr, WhileStmt, MethodCallExpr, VariableDeclarationExpr, MethodCallExpr, VariableDeclarationExpr, MethodCallExpr, VariableDeclarationExpr, MethodCallExpr, IfStmt, BinaryExpr, MethodCallExpr, ContinueStmt, IfStmt, UnaryExpr, MethodCallExpr, VariableDeclarationExpr, MethodCallExpr, IfStmt, BinaryExpr, MethodCallExpr, MethodCallExpr, ElseStmt, IfStmt, BinaryExpr, MethodCallExpr, ElseStmt, IfStmt, MethodCallExpr, MethodCallExpr, IfStmt, MethodCallExpr, MethodCallExpr] [String, localPath, pathParentIterator, asIterable, Set, Watcher, thisWatchers, watchTable, get, localPath, thisWatchers, thisWatchers, isEmpty, Iterator, Watcher, iterator, thisWatchers, iterator, iterator, hasNext, Watcher, watcher, iterator, next, Map, String, WatchStats, paths, watch, Paths, getOrDefault, watcher, Collections, emptyMap, WatchStats, stats, paths, get, localPath, stats, pathParentIterator, atParentPath, watchers, add, watcher, WatchStats, newStats, stats, removeMode, WatcherMode, STANDARD, newStats, WatchStats, NONE, iterator, remove, paths, remove, localPath, newStats, stats, paths, put, localPath, newStats, stats, hasMode, WatcherMode, PERSISTENT, RECURSIVE, watchers, add, watcher, thisWatchers, isEmpty, watchTable, remove, localPath]",1
9464,/zookeeper-server/src/main/java/org/apache/zookeeper/server/watch/WatchManager.java,"[MethodCallExpr, VariableDeclarationExpr, MethodCallExpr, VariableDeclarationExpr, MethodCallExpr, VariableDeclarationExpr, MethodCallExpr, IfStmt, BinaryExpr, MethodCallExpr, ContinueStmt, IfStmt, UnaryExpr, MethodCallExpr, VariableDeclarationExpr, MethodCallExpr, IfStmt, BinaryExpr, MethodCallExpr, MethodCallExpr, ElseStmt, IfStmt, BinaryExpr, MethodCallExpr, ElseStmt, IfStmt, MethodCallExpr, MethodCallExpr] [iterator, hasNext, Watcher, watcher, iterator, next, Map, String, WatchStats, paths, watch, Paths, getOrDefault, watcher, Collections, emptyMap, WatchStats, stats, paths, get, localPath, stats, pathParentIterator, atParentPath, watchers, add, watcher, WatchStats, newStats, stats, removeMode, WatcherMode, STANDARD, newStats, WatchStats, NONE, iterator, remove, paths, remove, localPath, newStats, stats, paths, put, localPath, newStats, stats, hasMode, WatcherMode, PERSISTENT, RECURSIVE, watchers, add, watcher]",1
9465,/zookeeper-server/src/main/java/org/apache/zookeeper/server/watch/WatchManager.java,"[BinaryExpr, MethodCallExpr, ContinueStmt] [stats]",4
9512,/zookeeper-server/src/main/java/org/apache/zookeeper/server/watch/WatchManagerFactory.java,"[MethodDeclaration, VariableDeclarationExpr, MethodCallExpr, IfStmt, BinaryExpr, AssignExpr, TryStmt, VariableDeclarationExpr, CastExpr, MethodCallExpr, ReturnStmt, NameExpr] [IWatchManager, createWatchManager, IOException, String, watchManagerName, System, getProperty, ZOOKEEPER, WATCH, MANAGER, NAME, watchManagerName, watchManagerName, WatchManager, getName, IWatchManager, watchManager, IWatchManager, Class, forName, watchManagerName, getConstructor, newInstance, watchManager, Exception, e, IOException, ioe, IOException, Couldn, t, instantiate, watchManagerName, e, ioe]",1
9514,/zookeeper-server/src/main/java/org/apache/zookeeper/server/watch/WatchManagerFactory.java,"[VariableDeclarationExpr, CastExpr, MethodCallExpr, ReturnStmt, NameExpr] [IWatchManager, watchManager, IWatchManager, Class, forName, watchManagerName, getConstructor, newInstance, watchManager, Exception, e, IOException, ioe, IOException, Couldn, t, instantiate, watchManagerName, e, ioe]",2
9515,/zookeeper-server/src/main/java/org/apache/zookeeper/server/watch/WatchManagerOptimized.java,"[MethodDeclaration, VariableDeclarationExpr, BooleanLiteralExpr, MethodCallExpr, TryStmt, IfStmt, MethodCallExpr, MethodCallExpr, ElseStmt, VariableDeclarationExpr, MethodCallExpr, VariableDeclarationExpr, MethodCallExpr, IfStmt, BinaryExpr, AssignExpr, VariableDeclarationExpr, MethodCallExpr, IfStmt, BinaryExpr, AssignExpr, AssignExpr, ReturnStmt, NameExpr] [Override, addWatch, String, path, Watcher, watcher, result, Need, readLock, to, exclusively, lock, with, removeWatcher, otherwise, we, may, add, a, dead, watch, whose, connection, was, just, closed, Creating, watcher, bit, and, adding, it, to, the, BitHashSet, has, it, s, own, lock, to, minimize, the, write, lock, scope, addRemovePathRWLock, readLock, lock, avoid, race, condition, of, adding, a, on, flying, dead, watcher, isDeadWatcher, watcher, Integer, bit, watcherBitIdMap, add, watcher, BitHashSet, watchers, pathWatches, get, path, watchers, watchers, BitHashSet, BitHashSet, existingWatchers, pathWatches, putIfAbsent, path, watchers, it, s, possible, multiple, thread, might, add, to, pathWatches, we, re, holding, read, lock, so, we, need, check, here, existingWatchers, watchers, existingWatchers, result, watchers, add, bit, addRemovePathRWLock, readLock, unlock, result]",1
9516,/zookeeper-server/src/main/java/org/apache/zookeeper/server/watch/WatchManagerOptimized.java,"[IfStmt, MethodCallExpr, MethodCallExpr, ElseStmt, VariableDeclarationExpr, MethodCallExpr, VariableDeclarationExpr, MethodCallExpr, IfStmt, BinaryExpr, AssignExpr, VariableDeclarationExpr, MethodCallExpr, IfStmt, BinaryExpr, AssignExpr, AssignExpr] [avoid, race, condition, of, adding, a, on, flying, dead, watcher, isDeadWatcher, watcher, Integer, bit, watcherBitIdMap, add, watcher, BitHashSet, watchers, pathWatches, get, path, watchers, watchers, BitHashSet, BitHashSet, existingWatchers, pathWatches, putIfAbsent, path, watchers, it, s, possible, multiple, thread, might, add, to, pathWatches, we, re, holding, read, lock, so, we, need, check, here, existingWatchers, watchers, existingWatchers, result, watchers, add, bit, addRemovePathRWLock, readLock, unlock]",1
9517,/zookeeper-server/src/main/java/org/apache/zookeeper/server/watch/WatchManagerOptimized.java,"[MethodCallExpr, MethodCallExpr, VariableDeclarationExpr, MethodCallExpr, VariableDeclarationExpr, MethodCallExpr, IfStmt, BinaryExpr, AssignExpr, VariableDeclarationExpr, MethodCallExpr, IfStmt, BinaryExpr, AssignExpr, AssignExpr] [avoid, race, condition, of, adding, a, on, flying, dead, watcher, isDeadWatcher, watcher, Integer, bit, watcherBitIdMap, add, watcher, BitHashSet, watchers, pathWatches, get, path, watchers, watchers, BitHashSet, BitHashSet, existingWatchers, pathWatches, putIfAbsent, path, watchers, it, s, possible, multiple, thread, might, add, to, pathWatches, we, re, holding, read, lock, so, we, need, check, here, existingWatchers, watchers, existingWatchers, result, watchers, add, bit]",1
9577,/zookeeper-server/src/main/java/org/apache/zookeeper/server/WorkerService.java,"[MethodDeclaration, IfStmt, NameExpr, MethodCallExpr, ReturnStmt, VariableDeclarationExpr, ObjectCreationExpr, VariableDeclarationExpr, MethodCallExpr, IfStmt, BinaryExpr, TryStmt, VariableDeclarationExpr, BinaryExpr, VariableDeclarationExpr, MethodCallExpr, MethodCallExpr, ElseStmt, MethodCallExpr] [Schedule, work, to, be, done, by, the, thread, assigned, to, id, Thread, assignment, is, a, single, mod, operation, on, the, number, of, threads, If, a, worker, thread, pool, is, not, being, used, work, is, done, directly, by, thread, schedule, WorkRequest, workRequest, id, stopped, workRequest, cleanup, ScheduledWorkRequest, scheduledWorkRequest, ScheduledWorkRequest, workRequest, If, we, have, a, worker, thread, pool, use, that, otherwise, the, work, directly, size, workers, size, size, make, sure, to, map, negative, ids, as, well, to, size, workerNum, id, size, size, size, ExecutorService, worker, workers, get, workerNum, worker, execute, scheduledWorkRequest, RejectedExecutionException, e, workRequest, cleanup, When, there, is, no, worker, thread, pool, the, work, directly, and, wait, its, completion, scheduledWorkRequest, run]",1
9579,/zookeeper-server/src/main/java/org/apache/zookeeper/server/WorkerService.java,"[BinaryExpr, TryStmt, VariableDeclarationExpr, BinaryExpr, VariableDeclarationExpr, MethodCallExpr, MethodCallExpr, MethodCallExpr] [size, make, sure, to, map, negative, ids, as, well, to, size, workerNum, id, size, size, size, ExecutorService, worker, workers, get, workerNum, worker, execute, scheduledWorkRequest, RejectedExecutionException, e, workRequest, cleanup, When, there, is, no, worker, thread, pool, the, work, directly, and, wait, its, completion, scheduledWorkRequest, run]",1
9580,/zookeeper-server/src/main/java/org/apache/zookeeper/server/WorkerService.java,"[VariableDeclarationExpr, BinaryExpr, VariableDeclarationExpr, MethodCallExpr, MethodCallExpr] [make, sure, to, map, negative, ids, as, well, to, size, workerNum, id, size, size, size, ExecutorService, worker, workers, get, workerNum, worker, execute, scheduledWorkRequest, RejectedExecutionException, e, workRequest, cleanup]",2
9581,/zookeeper-server/src/main/java/org/apache/zookeeper/server/WorkerService.java,"[MethodDeclaration, TryStmt, IfStmt, NameExpr, MethodCallExpr, ReturnStmt, MethodCallExpr] [Override, run, Check, stopped, request, was, on, queue, stopped, workRequest, cleanup, workRequest, doWork, Exception, e, workRequest, cleanup]",1
9582,/zookeeper-server/src/main/java/org/apache/zookeeper/server/WorkerService.java,"[IfStmt, NameExpr, MethodCallExpr, ReturnStmt, MethodCallExpr] [Check, stopped, request, was, on, queue, stopped, workRequest, cleanup, workRequest, doWork, Exception, e, workRequest, cleanup]",2
9598,/zookeeper-server/src/main/java/org/apache/zookeeper/server/ZKDatabase.java,"[AssignExpr, IfStmt, BinaryExpr, AssignExpr, MethodCallExpr] [snapshotSizeFactor, Double, parseDouble, System, getProperty, SNAPSHOT, SIZE, FACTOR, Double, toString, DEFAULT, SNAPSHOT, SIZE, FACTOR, snapshotSizeFactor, snapshotSizeFactor, DEFAULT, SNAPSHOT, SIZE, FACTOR, NumberFormatException, e, snapshotSizeFactor, DEFAULT, SNAPSHOT, SIZE, FACTOR]",3
9599,/zookeeper-server/src/main/java/org/apache/zookeeper/server/ZKDatabase.java,"[BinaryExpr, AssignExpr, MethodCallExpr] [snapshotSizeFactor, snapshotSizeFactor, DEFAULT, SNAPSHOT, SIZE, FACTOR]",4
9600,/zookeeper-server/src/main/java/org/apache/zookeeper/server/ZKDatabase.java,"[AssignExpr, IfStmt, BinaryExpr, AssignExpr, MethodCallExpr] [commitLogCount, Integer, parseInt, System, getProperty, COMMIT, COUNT, Integer, toString, DEFAULT, COMMIT, COUNT, commitLogCount, DEFAULT, COMMIT, COUNT, commitLogCount, DEFAULT, COMMIT, COUNT, NumberFormatException, e, commitLogCount, DEFAULT, COMMIT, COUNT]",3
9601,/zookeeper-server/src/main/java/org/apache/zookeeper/server/ZKDatabase.java,"[BinaryExpr, AssignExpr, MethodCallExpr] [commitLogCount, DEFAULT, COMMIT, COUNT, commitLogCount, DEFAULT, COMMIT, COUNT]",4
9617,/zookeeper-server/src/main/java/org/apache/zookeeper/server/ZKDatabase.java,"[MethodDeclaration, VariableDeclarationExpr, MethodCallExpr, VariableDeclarationExpr, MethodCallExpr, AssignExpr, VariableDeclarationExpr, BinaryExpr, MethodCallExpr, MethodCallExpr, ReturnStmt, NameExpr] [load, the, database, from, the, disk, onto, memory, and, also, add, the, transactions, to, the, committedlog, in, memory, the, last, valid, zxid, on, disk, IOException, loadDataBase, IOException, startTime, Time, currentElapsedTime, initialized, loadTime, Time, currentElapsedTime, startTime, ServerMetrics, getMetrics, DB, INIT, TIME, add, loadTime, zxid]",1
9623,/zookeeper-server/src/main/java/org/apache/zookeeper/server/ZKDatabase.java,"[MethodDeclaration, VariableDeclarationExpr, BinaryExpr, IfStmt, NameExpr, MethodCallExpr, ElseStmt, MethodCallExpr, ReturnStmt, NameExpr] [isTxnLogSyncEnabled, enabled, snapshotSizeFactor, enabled, enabled]",3
9624,/zookeeper-server/src/main/java/org/apache/zookeeper/server/ZKDatabase.java,"[NameExpr, MethodCallExpr, MethodCallExpr] [enabled]",5
9625,/zookeeper-server/src/main/java/org/apache/zookeeper/server/ZKDatabase.java,"[MethodDeclaration, VariableDeclarationExpr, IntegerLiteralExpr, TryStmt, VariableDeclarationExpr, MethodCallExpr, IfStmt, BinaryExpr, AssignExpr, ReturnStmt, CastExpr] [calculateTxnLogSizeLimit, snapSize, snapFile, snapSize, snapFile, length, IOException, e, snapSize, snapshotSizeFactor]",1
9626,/zookeeper-server/src/main/java/org/apache/zookeeper/server/ZKDatabase.java,"[VariableDeclarationExpr, MethodCallExpr, IfStmt, BinaryExpr, AssignExpr] [snapFile, snapSize, snapFile, length, IOException, e]",2
9628,/zookeeper-server/src/main/java/org/apache/zookeeper/server/ZKDatabase.java,"[MethodDeclaration, IfStmt, BinaryExpr, MethodCallExpr, ReturnStmt, FieldAccessExpr, VariableDeclarationExpr, NullLiteralExpr, TryStmt, AssignExpr, IfStmt, BinaryExpr, MethodCallExpr, MethodCallExpr, ReturnStmt, FieldAccessExpr, IfStmt, BinaryExpr, VariableDeclarationExpr, MethodCallExpr, IfStmt, BinaryExpr, MethodCallExpr, MethodCallExpr, ReturnStmt, FieldAccessExpr, ReturnStmt, ObjectCreationExpr] [param, startZxid, the, starting, zxid, of, the, proposal, param, sizeLimit, maximum, on, disk, size, of, txnlog, to, fetch, is, unlimited, negative, value, means, disable, list, of, proposal, request, part, of, each, proposal, is, Iterator, Proposal, getProposalsFromTxnLog, startZxid, sizeLimit, sizeLimit, TxnLogProposalIterator, EMPTY, ITERATOR, TxnIterator, itr, If, we, cannot, guarantee, that, is, strictly, the, starting, txn, after, a, given, zxid, we, should, fail, itr, getHeader, itr, getHeader, getZxid, startZxid, itr, close, TxnLogProposalIterator, EMPTY, ITERATOR, sizeLimit, txnSize, itr, getStorageSize, txnSize, sizeLimit, itr, close, TxnLogProposalIterator, EMPTY, ITERATOR, IOException, e, itr, itr, close, IOException, ioe, TxnLogProposalIterator, EMPTY, ITERATOR, TxnLogProposalIterator, itr]",2
9629,/zookeeper-server/src/main/java/org/apache/zookeeper/server/ZKDatabase.java,"[BinaryExpr, MethodCallExpr, ReturnStmt, FieldAccessExpr] [sizeLimit, TxnLogProposalIterator, EMPTY, ITERATOR]",4
9630,/zookeeper-server/src/main/java/org/apache/zookeeper/server/ZKDatabase.java,"[AssignExpr, IfStmt, BinaryExpr, MethodCallExpr, MethodCallExpr, ReturnStmt, FieldAccessExpr, IfStmt, BinaryExpr, VariableDeclarationExpr, MethodCallExpr, IfStmt, BinaryExpr, MethodCallExpr, MethodCallExpr, ReturnStmt, FieldAccessExpr] [If, we, cannot, guarantee, that, is, strictly, the, starting, txn, after, a, given, zxid, we, should, fail, itr, getHeader, itr, getHeader, getZxid, startZxid, itr, close, TxnLogProposalIterator, EMPTY, ITERATOR, sizeLimit, txnSize, itr, getStorageSize, txnSize, sizeLimit, itr, close, TxnLogProposalIterator, EMPTY, ITERATOR, IOException, e, itr, itr, close, IOException, ioe, TxnLogProposalIterator, EMPTY, ITERATOR]",2
9631,/zookeeper-server/src/main/java/org/apache/zookeeper/server/ZKDatabase.java,"[IfStmt, BinaryExpr, MethodCallExpr] [itr, itr, close, IOException, ioe]",2
9633,/zookeeper-server/src/main/java/org/apache/zookeeper/server/ZKDatabase.java,"[BinaryExpr, MethodCallExpr, MethodCallExpr, ReturnStmt, FieldAccessExpr] [If, we, cannot, guarantee, that, is, strictly, the, starting, txn, after, a, given, zxid, we, should, fail, itr, getHeader, itr, getHeader, getZxid, startZxid, itr, close, TxnLogProposalIterator, EMPTY, ITERATOR]",3
9634,/zookeeper-server/src/main/java/org/apache/zookeeper/server/ZKDatabase.java,"[BinaryExpr, VariableDeclarationExpr, MethodCallExpr, IfStmt, BinaryExpr, MethodCallExpr, MethodCallExpr, ReturnStmt, FieldAccessExpr] [sizeLimit, txnSize, itr, getStorageSize, txnSize, sizeLimit, itr, close, TxnLogProposalIterator, EMPTY, ITERATOR]",2
9635,/zookeeper-server/src/main/java/org/apache/zookeeper/server/ZKDatabase.java,"[BinaryExpr, MethodCallExpr, MethodCallExpr, ReturnStmt, FieldAccessExpr] [txnSize, sizeLimit, itr, close, TxnLogProposalIterator, EMPTY, ITERATOR]",3
9668,/zookeeper-server/src/main/java/org/apache/zookeeper/server/ZKDatabase.java,"[MethodDeclaration, IfStmt, BinaryExpr, ReturnStmt, TryStmt, IfStmt, BinaryExpr, MethodCallExpr, MethodCallExpr, MethodCallExpr] [initConfigInZKDatabase, QuorumVerifier, qv, qv, only, happens, during, tests, dataTree, getNode, ZooDefs, CONFIG, NODE, should, only, happen, during, upgrade, dataTree, addConfigNode, dataTree, setData, ZooDefs, CONFIG, NODE, qv, toString, getBytes, UTF, qv, getVersion, Time, currentWallTime, NoNodeException, e, System, out, println, configuration, node, missing, should, not, happen]",1
9670,/zookeeper-server/src/main/java/org/apache/zookeeper/server/ZKDatabase.java,"[IfStmt, BinaryExpr, MethodCallExpr, MethodCallExpr, MethodCallExpr] [dataTree, getNode, ZooDefs, CONFIG, NODE, should, only, happen, during, upgrade, dataTree, addConfigNode, dataTree, setData, ZooDefs, CONFIG, NODE, qv, toString, getBytes, UTF, qv, getVersion, Time, currentWallTime, NoNodeException, e, System, out, println, configuration, node, missing, should, not, happen]",2
